言語,Excel行,番号,単語,翻訳
インドネシア語,306,3,かけや,Palu kayu berat
インドネシア語,307,4,ランマ,Stamper kuda
インドネシア語,308,5,自在クランプ,Klam universal
インドネシア語,309,6,キャッチクランプ,Jepitan pancingan
インドネシア語,310,7,吊り上げ用クランプ,Lifting klam
インドネシア語,311,8,直交クランプ,Jepitan
インドネシア語,315,9,フック,Kait
インドネシア語,316,10,ストレートシャックル,Mata-rantai lurus
インドネシア語,317,11,滑車,Katrol/Puli
インドネシア語,318,12,クレーン,Kren
インドネシア語,319,13,移動式クレーン,Kren jalan
インドネシア語,320,14,介しゃくロープ,Tali teraju
インドネシア語,321,15,昇降階段,Tangga naik turun
インドネシア語,322,16,筋かい止めピン,Tap ikatan diagonal
インドネシア語,323,17,脚柱ジョイント,Sambungan tiang kaki
インドネシア語,324,18,連結ピン,Pena hubung
インドネシア語,328,19,ジョイント金具,Alat logam penyambung
インドネシア語,329,20,レバーブロック,Blok tuas
インドネシア語,330,21,電動のこ（丸のこ）,Gergaji listrik
インドネシア語,331,22,モンキースパナ,Kunci Inggris
インドネシア語,332,23,親綱支柱,Tiang pendukung tali induk
インドネシア語,333,24,ブラケット,Braket/penopang
インドネシア語,334,25,梯子,Tangga
インドネシア語,338,1,親綱,Tali induk
インドネシア語,339,2,建枠（ビティ）,Rangka sekeliling bangunan
インドネシア語,340,3,メッシュシート,Jaring pelindung
インドネシア語,341,4,防音パネル,Panel kedap suara
インドネシア語,342,5,朝顔材,Jaring pengaman
インドネシア語,343,6,架空線,Kabel udara
インドネシア語,344,7,幅木（仮設足場）,Papan kaki
インドネシア語,345,8,単管,Pipa tabung
インドネシア語,346,9,脚立,Tangga lipat
インドネシア語,350,10,作業半径,Radius kerja
インドネシア語,351,11,仮ボルト,Baut sementara
インドネシア語,352,12,手直し,Perbaikan
インドネシア語,353,13,面一,Samarata (Flush)
インドネシア語,354,14,点検事項,Hal-hal yang harus dicek
インドネシア語,355,15,積載荷重,Beban muat
インドネシア語,356,16,すき間,Celah
インドネシア語,357,17,通りを見る,Melihat cara
インドネシア語,358,18,組立,Perakitan
インドネシア語,359,19,地組,perakitan di permukaan tanah.
インドネシア語,363,20,天端,Permukaan atas.
インドネシア語,364,21,玉掛け,Penggantungan
インドネシア語,365,22,合図,Aba-aba
インドネシア語,366,23,定格荷重,Berat beban.
インドネシア語,367,24,たち,Ketegaklurusan
インドネシア語,368,25,職長,Kepala regu kerja
インドネシア語,372,1,安全カバー,Tutup pengaman
インドネシア語,373,2,安全帯,Sabuk pengaman
インドネシア語,374,3,インサート,Penyisipan
インドネシア語,375,4,スペーサ,Batang jarak
インドネシア語,376,5,鉄筋,Tulang baja
インドネシア語,377,6,電工ドラム（ドラム）,Teromol listrik
インドネシア語,378,7,電動丸のこ（電のこ）,Gergaji listrik
インドネシア語,379,8,パッキン,Packing
インドネシア語,380,9,小バール,Linggis kecil
インドネシア語,384,10,大バール,Linggis besar
インドネシア語,385,11,化粧合板,Kayu lapis dekoratif
インドネシア語,386,12,普通合板,Kayu lapis
インドネシア語,387,13,スタイロフォーム,Styrofoam
インドネシア語,388,14,面木,Paku atas
インドネシア語,389,15,バイブレーター,Vibrator
インドネシア語,390,16,剥離剤,Bahan pelepasan
インドネシア語,391,17,けこみ板,Undakan
インドネシア語,392,18,目地棒,Sambungan pasang batu
インドネシア語,396,19,コンクリート,Beton
インドネシア語,397,20,コンベックス,Meteran (Convex)
インドネシア語,398,21,作業用手袋,Sarung tangan kerja
インドネシア語,399,22,差金,Mistar logam
インドネシア語,400,23,水平器,Alat sipat datar
インドネシア語,401,24,墨さし,Alat pengukur tempat tinta
インドネシア語,402,25,墨つぼ,Tempat tinta
インドネシア語,406,1,"丸セパレーター
（丸セパ）",Separator bulat
インドネシア語,407,2,天端釘,Bilah yang dipasang pada sudut acuan
インドネシア語,408,3,ケレン,Pengerjaan muka
インドネシア語,409,4,型枠支保工,Penahan acuan
インドネシア語,410,5,"基礎型枠
（メタルフォーム）",Acuan fondasi
インドネシア語,411,6,釘仕舞い,Marking/Penandaan
インドネシア語,412,7,スラブ天端,Puncak plat (Lantai)
インドネシア語,413,8,高さ（タッパ）,Tinggi (Tinggi dalam istilah pembangunan)
インドネシア語,414,9,建込み,Membangun kerangka
インドネシア語,415,10,通り,Cara
インドネシア語,419,11,蹴上げ,Tinggi busur
インドネシア語,420,12,蹴込み,Undakan
インドネシア語,421,13,工具の手入れ,Perawatan alat perkakas
インドネシア語,422,14,下げ振り,Pemberat
インドネシア語,423,15,地墨,Tinta
インドネシア語,424,16,捨てコンクリート,Bagian lantai beton
インドネシア語,425,17,はね出し,Trap
インドネシア語,426,18,はらみ,Tonjolan
インドネシア語,427,19,前面,Muka depan
インドネシア語,431,20,養生,Pemantangan beton
インドネシア語,432,21,レベル,Permukaan
インドネシア語,433,22,割付,Penempatan
インドネシア語,434,23,埋め込み金物,Logam benaman
インドネシア語,435,24,解体する（バラス）,Membongkar (Mencabut)
インドネシア語,436,25,かぶり寸法,Ukuran ketebalan pelapisan
インドネシア語,440,1,異形棒鋼,Besi beton berulir
インドネシア語,441,2,結束線,Kawat pengikat
インドネシア語,442,3,結束工具,Perkakas pengikat
インドネシア語,443,4,鉄筋切断機,Mesin pemotong tulangan baja
インドネシア語,444,5,鉄筋曲げ加工機,Mesin pembengkok tulangan baja
インドネシア語,445,6,フック,Kait
インドネシア語,446,7,保護帽（ヘルメット）,Topi pelindung (helm)
インドネシア語,447,8,アンカー,Angkur
インドネシア語,448,9,加工場,Tempat pemrosesan
インドネシア語,449,10,スペーサ―,Spacer
インドネシア語,453,11,ドーナツ,Donut
インドネシア語,454,12,加工配筋図,Gambaran susunan tulangan
インドネシア語,455,13,配筋詳細図,Gambar detil susunan tulangan
インドネシア語,456,14,開口補強筋,Opening reinforcement (penguatan kerangka beton bagian berlubang)
インドネシア語,457,15,幅止め筋,Tulangan penahan lebar
インドネシア語,458,16,差筋,Batang sambungan
インドネシア語,459,17,柱主筋,Tulangan utama kolom
インドネシア語,460,18,柱配筋,Susunan tulangan kolom
インドネシア語,461,19,スラブ筋,Penulangan pelat
インドネシア語,462,20,ベース筋,Tulangan bagian dasar
インドネシア語,466,21,帯筋（フープ）,Simpul tali
インドネシア語,467,22,下端筋,Tulangan ujung bawah
インドネシア語,468,23,上端筋,Penulangan bagian atas
インドネシア語,469,24,主筋,Tulangan utama
インドネシア語,470,25,あばら筋,Sengkang
インドネシア語,474,1,はかま筋,Tulangan penguat pondasi
インドネシア語,475,2,縦筋,Tulangan vertikal
インドネシア語,476,3,下筋,Tulangan bawah
インドネシア語,477,4,横筋,Tulangan horizontal
インドネシア語,478,5,腹筋,Tulangan penguat sengkang
インドネシア語,479,6,配力筋,Tulangan pembagi
インドネシア語,480,7,上筋,Tulangan atas
インドネシア語,481,8,スパイラル筋,Tulangan spiral
インドネシア語,482,9,鉄筋径,Diameter tulangan baja
インドネシア語,483,10,かぶり厚さ,Ketebalan pelapisan
インドネシア語,487,11,角度,Sudut
インドネシア語,488,12,シングル,Tunggal
インドネシア語,489,13,ダブル,Ganda
インドネシア語,490,14,千鳥結束,Pengikatan selang- seling
インドネシア語,491,15,切断寸法,Ukuran potongan
インドネシア語,492,16,加工寸法,Ukuran pembuatan
インドネシア語,493,17,重ね継手,Sambungan tumpang
インドネシア語,494,18,圧接継手,Sambungan las tekan
インドネシア語,495,19,開口部,Lubang
インドネシア語,496,20,溶接金網,Jaring kawat las
インドネシア語,500,21,搬出,Mengeluarkan
インドネシア語,501,22,搬入,Mengangkat ke dalam
インドネシア語,502,23,基礎,Pondasi
インドネシア語,503,24,機械式継手,Penyambungan
インドネシア語,504,25,配筋検査,Pemeriksaan susunan tulangan
インドネシア語,508,1,トラクタ,Traktor
インドネシア語,509,2,ブルドーザ,Bulldozer
インドネシア語,510,3,トラクタショベル,Traktor shovel
インドネシア語,511,4,ホイルローダ,Wheel Loader
インドネシア語,512,5,ダンプトラック,Truk jungkit
インドネシア語,513,6,油圧ショベル,Eskavator hidrolik
インドネシア語,514,7,バックホウ,Serok belakang
インドネシア語,515,8,ローディングショベル,Loading eksakavator
インドネシア語,519,9,ローラ,mesin giling
インドネシア語,520,10,バケット,bucket/serok
インドネシア語,521,11,ブーム,boom/penopang
インドネシア語,522,12,アーム,lengan
インドネシア語,523,13,ブレード（排土板）,blade/sudu
インドネシア語,524,14,タイヤ,mesin
インドネシア語,525,15,クローラ,mesin diesel
インドネシア語,526,16,キー（鍵）,minyak enjin
インドネシア語,527,17,"作業装置
（アタッチメント）",alternator(generator pengisi daya)
インドネシア語,531,18,エンジン,baterai
インドネシア語,532,19,ディーゼルエンジン,bahan bakar
インドネシア語,533,20,エンジンオイル,minyak diesel
インドネシア語,534,21,"オルタネータ
（充電発電機）",rem
インドネシア語,535,22,バッテリ,pompa oli hidrolik
インドネシア語,536,23,燃料,silinder hidrolik
インドネシア語,537,24,軽油,motor hidrolik
インドネシア語,538,25,ブレーキ,peralatan kerja
インドネシア語,542,1,油圧シリンダ,Silinder hidrolik
インドネシア語,543,2,油圧モータ,Motor hidrolik
インドネシア語,544,3,油圧ポンプ,Pompa oli hidrolik
インドネシア語,545,4,水漏れ,Kebocoran air
インドネシア語,546,5,油漏れ,Kebocoran minyak
インドネシア語,547,6,冷却水,Air pendingin
インドネシア語,548,7,ブレーキ液,Minyak rem
インドネシア語,549,8,燃料タンク,Tangki bahan bakar
インドネシア語,550,9,ファンベルト,Tali kipas
インドネシア語,551,10,空気圧,Tekanan udara
インドネシア語,552,11,クラッチ,Alat pembuka kopling
インドネシア語,553,12,急発進,Gas mendadak
インドネシア語,554,13,急ブレーキ,Rem mendadak
インドネシア語,558,14,アイドリング,Keadaan saat mesin bekerja tetapi kendaraan (mobil) tidak bergerak.
インドネシア語,559,15,走行,Berjalan/Melaju
インドネシア語,560,16,旋回,Putaran
インドネシア語,561,17,安全ロック,Alat pelindung bahaya
インドネシア語,562,18,安全支柱,Safety pillar (Tiang pengaman)
インドネシア語,563,19,補給（する）,Suplai (Mensuplai)
インドネシア語,564,20,駐車（する）,Parkir (Memarkirkan)
インドネシア語,565,21,歩行者,Pejalan kaki
インドネシア語,566,22,車両,Kendaraan
インドネシア語,567,23,死角,Titik buta (Posisi tidak terlihat)
インドネシア語,568,24,斜面,Lereng
インドネシア語,569,25,転圧（する）,Giling (Menggiling)
インドネシア語,573,1,接触（する）,Tabrak (Menabrak)
インドネシア語,574,2,作動（する）,Hidup (Menghidupkan)
インドネシア語,575,3,整備（する）,Perbaikan (Memperbaiki)
インドネシア語,576,4,点検（する）,Periksa (Memeriksa)
インドネシア語,577,5,動かす,Menggerakkan
インドネシア語,578,6,運転（する）,Kemudi (Mengemudi)
インドネシア語,579,7,測る,Mengukur
インドネシア語,580,8,操作（する）,Operasi (Mengoperasikan)
インドネシア語,581,9,停止（する）,Henti (Menghentikan)
インドネシア語,582,10,切る,Memotong
インドネシア語,583,11,回す,Memutar
インドネシア語,584,12,押す,Mendorong
インドネシア語,585,13,集める,Mengumpulkan
インドネシア語,586,14,触る,Menyentuh
インドネシア語,587,15,縛る,Mengikat
インドネシア語,588,16,揃える,Menyamaratakan
インドネシア語,589,17,結ぶ,Mengikat
インドネシア語,590,18,しゃがむ,Berjongkok
インドネシア語,591,19,調整（する）,"Penyesuaian
(Menyesuaikan)"
インドネシア語,592,20,閉じる,Menutup
インドネシア語,596,1,取り出す,Mengeluarkan
インドネシア語,597,2,戻す,Mengembalikan
インドネシア語,598,3,仕上げる,Menyelesaikan
インドネシア語,599,4,折れる,Patah
インドネシア語,600,5,欠ける,Sumbing (Patah)
インドネシア語,601,6,近づく,Mendekat
インドネシア語,602,7,電源を入れる,Menghidupkan listrik
インドネシア語,603,8,電源を落とす,Mematikan listrik
インドネシア語,604,9,スイッチを切る,Mematikan saklar
インドネシア語,605,10,固定（する）,Fiksasi (Menguatkan)
インドネシア語,606,11,ゆるめる,Mengendurkan
インドネシア語,607,12,伸ばす,Memanjangkan
インドネシア語,608,13,外す,Melepas
インドネシア語,609,14,曲げる,Membengkokkan
インドネシア語,610,15,出す,Mengeluarkan
インドネシア語,611,16,乾かす,Mengeringkan
インドネシア語,612,17,数える,Menghitung
インドネシア語,613,18,運ぶ,Membawa
インドネシア語,614,19,積む,Menumpuk
インドネシア語,615,20,下ろす,Menurunkan
インドネシア語,616,21,離れる,Menjauhi
インドネシア語,620,1,位置,
インドネシア語,621,2,寸法,
インドネシア語,622,3,測定（する）,
インドネシア語,623,4,計測（する）,
インドネシア語,624,5,計測器,
インドネシア語,625,6,温度,
インドネシア語,626,7,高さ,
インドネシア語,627,8,長さ,
インドネシア語,628,9,重さ,
インドネシア語,629,10,厚さ,
インドネシア語,630,11,硬さ,
インドネシア語,631,12,深さ,
インドネシア語,632,13,表面,
インドネシア語,633,14,すきま,
インドネシア語,634,15,中心,
インドネシア語,638,16,値,
インドネシア語,639,17,安定（する）,
インドネシア語,640,18,大きさ,
インドネシア語,641,19,数,
インドネシア語,642,20,誤差,
インドネシア語,643,21,中,
インドネシア語,644,22,反対,
インドネシア語,645,23,周り,
インドネシア語,646,24,尺,
インドネシア語,647,25,青,
インドネシア語,648,26,赤,
インドネシア語,649,27,白,
インドネシア語,650,28,黄色,
インドネシア語,656,1,片づける,
インドネシア語,657,2,捨てる,
インドネシア語,658,3,掃く,
インドネシア語,659,4,持ち上げる,
インドネシア語,660,5,束ねる,
インドネシア語,661,6,足をくじく,
インドネシア語,667,1,一輪車,
インドネシア語,668,2,支柱,
インドネシア語,669,3,ショベル,
インドネシア語,670,4,かけや,
ミャンマー語,3,1,,အလုပ်သင်တန််း
ミャンマー語,4,2,,အလုပ်သင်
ミャンマー語,5,3,,စက်ရု 
ミャンマー語,6,4,,ထုတ်လုပ်မှု
ミャンマー語,7,5,,စက်
ミャンマー語,8,6,,လု ခ  ြုံမှု
ミャンマー語,9,7,,အန္တရာယ်(ရှိ သသာ)
ミャンマー語,10,8,,အန္တရာယ်ရှိ သည်
ミャンマー語,11,9,,သန်ဲ့ရ င််းသရ်းလုပ်ခ င််း (Sei-sou)
ミャンマー語,12,10,,အသရ်းသပေါ်ထွက်သပါက်
ミャンマー語,13,11,,သတှိ
ミャンマー語,14,12,,မ ်းသလာင်မှု
ミャンマー語,15,13,,မသတာ်တဆမှု
ミャンマー語,16,14,,အဝတ်အစာ်း
ミャンマー語,17,15,,အန္တရာယ်ကင််းရ င််းသရ်းကှိရှိ ယာ
ミャンマー語,21,1,,လု ခ  ြုံသရ်းကာဗာအဖု ်း
ミャンマー語,22,2,,ဒဏ်ရာ
ミャンマー語,23,3,,ဒဏ်ရာရသည်
ミャンマー語,24,4,,လျှပ်စစ်ပါဝါ
ミャンマー語,25,5,,လျှပ်စစ်ပါဝါပှိတ်သည်
ミャンマー語,26,6,,အသရ်းသပေါ်စက်ရပ်တန်ဲ့ လုတ်
ミャンマー語,27,7,,အသရ်းသပေါ်စက်ရပ်တန်ဲ့ လုတ်ကှို န္ှိ ပ်သည်
ミャンマー語,28,8,,စည််းကမ််း
ミャンマー語,29,9,,စည််းကမ််းလှိုက်နာသည်
ミャンマー語,30,10,,ရပ်သည်
ミャンマー語,31,11,,စက်ကှို ရပ်သည်
ミャンマー語,32,12,,လုပ်ပါ
ミャンマー語,33,13,,ရပ်ပါ
ミャンマー語,34,14,,ယူပါ
ミャンマー語,35,15,,မလုပ်သင်ဲ့(သသာ)
ミャンマー語,39,1,,စ မ ကွပ်က သရ်းအဖွ ွဲ့
ミャンマー語,40,2,,နည််းပညာလ  သခပာင််းခ င််း
ミャンマー語,41,3,,အလုပ်သင်တန််းကာလ
ミャンマー語,42,4,,အလုပ်အကှိုင်အမှိ ြုံ်းအစာ်း
ミャンマー語,43,5,,ဗ ဇာအမှိ ြုံ်းအစာ်း
ミャンマー語,44,6,,န္ှိုင်င ကူ်းလက်မ တ်
ミャンマー語,45,7,,န္ှိုင်င ခ ာ်းသာ်းမ တ်ပု တင်က တ်
ミャンマー語,46,8,,လဝက
ミャンマー語,47,9,,ဗ ဇာသက်တမ််း
ミャンマー語,51,10,,"အလုပ် န်ဲ့ထာ်းသရ်းသသေ
းာတူစာ  ြုံပ်"
ミャンマー語,52,11,,လစာရ င််းတမ််းစာရွက်
ミャンマー語,53,12,,လစာသငွ
ミャンマー語,54,13,,အ ှိ န်ပှိုသကက်း
ミャンマー語,55,14,,အလုပ် ှိ န်
ミャンマー語,59,1,,န္ှုတ်ယူ(သည်)
ミャンマー語,60,2,,အပှိုဆုသကက်း
ミャンマー語,61,3,,လုပ်သက် ွင်ဲ့
ミャンマー語,62,4,,အစာ်းထှို်းနာ်းရက်
ミャンマー語,63,5,,အလုပ်သမာ်းစ န္ှုန််းဥပသဒ
ミャンマー語,64,6,,အလုပ်သမာ်း  စာ်း ွင်ဲ့
ミャンマー語,65,7,,အ ွန်
ミャンマー語,66,8,,ဝင်သငွ ွန်
ミャンマー語,70,9,,စည်ပင် ွန်
ミャンマー語,71,10,,အလုပ်ပင်စင်အာမ  
ミャンマー語,72,11,,အလုပ်အာမ  
ミャンマー語,73,12,,က န််းမာသရ်းအာမ  
ミャンマー語,74,13,,လူမှုဖူလု သရ်းအာမ  
ミャンマー語,78,14,,"လုပ်ငန််း ွင်
ထှိ ုှိက်ဒဏ်ရာရမှု"
ミャンマー語,79,15,,အလုပ်သမာ်းနစ်နာသကက်း အာမ  
ミャンマー語,83,1,,အလုပ်သနာက်က (သည်)
ミャンマー語,84,2,,အလုပ်သစာခပန်(သည်)
ミャンマー語,85,3,,အနာ်းယူ(သည်)
ミャンマー語,86,4,,အ ှိ န်ပှိုအလုပ်(ဆင််းသည်)
ミャンマー語,87,5,,ပု မ န်အ ှိ န်
ミャンマー語,88,6,,စည််းမ ဉ််းစည််းကမ််း
ミャンマー語,89,7,,အလုပ်နာ်းရက်
ミャンマー語,90,8,,အလုပ်စ ှိ န်
ミャンマー語,91,9,,အလုပ်ပပ ်း ှိ န်
ミャンマー語,92,10,,သင်တန််းမ ်း
ミャンマー語,93,11,,သနထှိုင်မှုပု စ သလဲ့က င်ဲ့သပ်းသူ
ミャンマー語,94,12,,တာဝန်  
ミャンマー語,95,13,, လုတ်မဖွင်ဲ့နဲ့ 
ミャンマー語,96,14,, လုတ်မပှိတ်နဲ့ 
ミャンマー語,97,15,,အသု ်းမခပြုံရ
ミャンマー語,101,1,,5S
ミャンマー語,102,2,,စနစ်တက ထာ်းရှိ ခ င််း (Seiri)
ミャンマー語,103,3,,စ သတ်မ တ်ထာ်းရှိ ခ င််း (Sei-ton)
ミャンマー語,107,4,,သန်ဲ့ရ င််းသရ်းလုပ်ခ င််း (Sei-sou)
ミャンマー語,108,5,,သန်ဲ့ရ င််းသပ်ရပ်မှု (Sei-ketsu)
ミャンマー語,109,6,,အစဉ်အလာဓသလဲ့ထု ်းစ (Shi-tsuke)
ミャンマー語,110,7,,သန်ဲ့ရ င််းသရ်း(လုပ်သည်)
ミャンマー語,114,8,,သှိမ််းဆည််းသည်
ミャンマー語,115,9,,စွန်ဲ့ပစ်သည်
ミャンマー語,116,10,,ညစ်ပတ်သသာ
ミャンマー語,117,11,,ညစ်သပသည်
ミャンマー語,118,12,,အမှိ ြုံ်းအစာ်း ွ ခ ာ်း(သည်)
ミャンマー語,119,13,,မ ်းရှုှိွဲ့လှိုဲ့မရတဲ့ အမှိှုက်
ミャンマー語,120,14,,မ ်းရှုှိွဲ့လုှိဲ့ရတဲ့ အမှိှုက်
ミャンマー語,121,15,,ညပ်သည်
ミャンマー語,122,16,,ညပ်ပါသည်
ミャンマー語,123,17,,အပူသလာင်(သည်)
ミャンマー語,124,18,,က ဆင််းသည်
ミャンマー語,125,19,,သ  ာ်လ သည်
ミャンマー語,129,20,,လ က သည်
ミャンマー語,130,21,,သရစှိုသည်
ミャンマー語,131,22,,သန်ဲ့ရ င််းသပ်ရပ်မှု
ミャンマー語,132,23,,သေ်းသရ ာင်(သည်)
ミャンマー語,133,24,,လူနာတင်ယာဉ်
ミャンマー語,134,25,,သေ်းအန္တရာယ်
ミャンマー語,135,26,,ငလ င်
ミャンマー語,136,27,,သအာက်သှိုဲ့ဝင်သည်
ミャンマー語,140,1,,မ ်းသတှိခပြုံ
ミャンマー語,141,2,,ဖွင်ဲ့မထာ်းရ
ミャンマー語,142,3,,အမ တ်အသာ်း
ミャンマー語,143,4,,ဂရုစှိုက်သည်
ミャンマー語,144,5,,ယူလာသည်
ミャンマー語,145,6,,ကာကွယ်သည်။
ミャンマー語,146,7,,မ ်း
ミャンマー語,147,8,,မ ်း ုှိ်း
ミャンマー語,148,9,,မ ်းပင မ််းသတ်ခ င််း
ミャンマー語,149,10,,မ ်းသတ်ေူ်း
ミャンマー語,150,11,,အသရ်းသပေါ်သတှိသပ်းစက်
ミャンマー語,151,12,,မ ်းအ  က်သပ်းစက်
ミャンマー語,152,13,,ထွက်သခပ်းသည်
ミャンマー語,153,14,,လုပ်ငန််း ွင်
ミャンマー語,154,15,,အလုပ်
ミャンマー語,158,16,,အစည််းအသဝ်း
ミャンマー語,159,17,,သင်တန််း(ခပြုံလုပ်သည်)
ミャンマー語,160,18,,လက်သတွွဲ့သင်တန််း(ခပြုံလုပ် သည်)
ミャンマー語,161,19,,န္ှုတ်ဆက်ခ င််း
ミャンマー語,162,20,,သသ  ာစစ်(သည်)
ミャンマー語,163,21,,အသကကာင််းကကာ်း(သည်)
ミャンマー語,164,22,,အသကကာင််းကကာ်း(သည်)
ミャンマー語,165,23,,သဆွ်းသန္ွ်း(သည်)
ミャンマー語,166,24,,သပ်းသည်
ミャンマー語,167,25,,သလျှာက်လ ာ
ミャンマー語,168,26,,အှိပ်ရာထသနာက်က (သည်)
ミャンマー語,172,1,,
ミャンマー語,173,2,,
ミャンマー語,174,3,,
ミャンマー語,175,4,,
ミャンマー語,176,5,,
ミャンマー語,177,6,,
ミャンマー語,178,7,,
ミャンマー語,179,8,,
ミャンマー語,180,9,,
ミャンマー語,181,10,,
ミャンマー語,182,11,,
ミャンマー語,183,12,,
ミャンマー語,184,13,,
ミャンマー語,185,14,,
ミャンマー語,186,15,,
ミャンマー語,187,16,,
ミャンマー語,188,17,,
ミャンマー語,189,18,,
ミャンマー語,190,19,,
ミャンマー語,191,20,,
ミャンマー語,196,1,,
ミャンマー語,197,2,,
ミャンマー語,198,3,,
ミャンマー語,199,4,,
ミャンマー語,200,5,,
ミャンマー語,201,6,,
ミャンマー語,202,7,,
ミャンマー語,203,8,,
ミャンマー語,204,9,,
ミャンマー語,205,10,,
ミャンマー語,206,11,,
ミャンマー語,207,12,,
ミャンマー語,208,13,,
ミャンマー語,209,14,,
ミャンマー語,210,15,,
ミャンマー語,211,16,,
ミャンマー語,212,17,,
ミャンマー語,213,18,,
ミャンマー語,214,19,,
ミャンマー語,218,20,,
ミャンマー語,219,21,,
ミャンマー語,220,22,,
ミャンマー語,221,23,,
ミャンマー語,222,24,,
ミャンマー語,226,1,,"KY လှုပ်ရ ာ်းမှု
(အန္တရာယ်ကကှိြုံတင် န်ဲ့မ န််းသှိရှိ သရ်းလှုပ်ရ ာ်းမှု )"
ミャンマー語,227,2,,အန္တရာယ်
ミャンマー語,228,3,,တှိုက်မှိသည်
ミャンマー語,229,4,,ထှိမှိသည်
ミャンマー語,230,5,,သအာက်တွင်ပှိမှိသည်
ミャンマー語,231,6,,ထုသည်၊ရုှိက်သည်
ミャンマー語,232,7,,ဟန်  က်ပ က်သည်
ミャンマー語,233,8,,လ က သည်
ミャンマー語,234,9,,လှိမ်ဲ့က သည်
ミャンマー語,235,10,,လက်ညှိြှြုံ်းထုှိ်း၍နာမည်သ ေါ် စစ်သဆ်းမှု
ミャンマー語,236,11,,သ သ သလ်းန လဲ့   ွတ်သွာ်းသသာလုပ်ငန််း ွင်မသတာ်တ ဆခဖစ်မှု
ミャンマー語,240,12,,အသကကာင််းရင််း
ミャンマー語,241,13,,သဆာင်ရွက်မှု၊စ မ   က်
ミャンマー語,242,14,,ခပြုံတ်က သည်
ミャンマー語,243,15,,အခမင်ဲ့မ က သည်
ミャンマー語,244,16,,အတည်ခပြုံစစ်သဆ်းသည်
ミャンマー語,253,1,,အလုပ်သမာ်းဝတ်စု 
ミャンマー語,254,2,,အလုပ်သမာ်းဝတ်စု 
ミャンマー語,255,3,,လုပ်ငန််း ွင်ဖှိနပ်
ミャンマー語,257,4,,လက်အှိတ်
ミャンマー語,259,5,,ဥ ်းထုပ်
ミャンマー語,260,6,,"ကာကွယ်သရ်းဥ ်းထုပ်
(Helmet)"
ミャンマー語,263,7,,လု ခ  ြုံသရ်းပစစည််း
ミャンマー語,264,8,,သမ်းသှိုင််းကကှိြုံ်း
ミャンマー語,265,9,,ကကယ်သ ်း (Button)
ミャンマー語,267,10,,အှိတ်ကပ်
ミャンマー語,269,11,,ကာကွယ်သရ်းမ က်မ န်
ミャンマー語,271,12,,မ က်န္ ာဖု ်း (Mask)
ミャンマー語,272,13,,နာ်းသပါက်အဆှိုဲ့
ミャンマー語,273,14,,သခ သထာက်ကုှိ ကာကွယ်သည်ဲ့ဖှိနပ်
ミャンマー語,274,15,,"ခပြုံတ်က မှုမ ကာကွယ်သရ်း
ပစစည််း (လု ခ  ြုံသရ်း ါ်းပတ်ကကှိြုံ်း)"
ミャンマー語,281,16,,လုပ်ငန််း
ミャンマー語,282,17,,အ ှိ န်ကှို တှိတှိက က လှိုက်နာခ င််း
ミャンマー語,283,18,,ကကှိြုံတင်စ စဥ်  က်
ミャンマー語,284,19,,ရက်စွ 
ミャンマー語,285,20,,အသင်ဲ့ခပင်(သည်)
ミャンマー語,286,21,,အစည််းအသဝ်း
ミャンマー語,287,22,,န နက် င််းလူစုအမ ာစကာ်း သခပာခ င််း
ミャンマー語,288,23,,အစ ရင်  စာ
ミャンマー語,289,24,,လက်စွ စာသစာင် (Manual)
ミャンマー語,290,25,,"လုပ်ငန််းလုပ်သဆာင်ပု 
အဆင်ဲ့ဆင်ဲ့စာအုပ်"
ミャンマー語,291,26,,(က န််းမာသရ်း)အသခ အသန
ミャンマー語,295,1,,မဝင်ရ
ミャンマー語,296,2,,သဆ်းလှိပ်မသသာက်ရ
ミャンマー語,297,3,,မ ်းသတှိခပြုံ
ミャンマー語,298,4,,ကာ်းမရပ်ရ
ミャンマー語,299,5,,သခ သထာက်အန ်းတဝှိုက် သတှိခပြုံ
ミャンマー語,300,6,,အသပါက်ရှိ သည်သတှိခပြုံ
ミャンマー語,301,7,,ဓာတ်လှိုက်တတ်သည် သတှိခပြုံ
ミャンマー語,302,8,,ခပြုံတ်က တတ်သည် သတှိခပြုံ
ミャンマー語,303,9,,သ ါင််းအသပေါ်သတှိထာ်းပါ
ミャンマー語,304,10,,သတှိသပ်းသ ါင််းသလာင််း သနရာ
ミャンマー語,308,11,,မ ်းသတ်ေူ်း
ミャンマー語,309,12,,န္ လု ်းန္ှိှု်းစက်ထာ်းသည်ဲ့သနရာ
ミャンマー語,310,13,,ကာကွယ်သရ်းဥ ်းထုပ် သဆာင််းပါ
ミャンマー語,311,14,,လု ခ  ြုံသရ်း ါ်းပတ်ကကှိြုံ်းသု ်းပါ
ミャンマー語,312,15,,ခငမ််းအတွင််းရှိ သလ ကာ်း
ミャンマー語,313,16,,နာ်းသနရန်သနရာ
ミャンマー語,314,17,,အမ ာ်းဆု ်းတင်န္ှိုင်သည်ဲ့ ကုန်အသလ်း ှိ န်
ミャンマー語,315,18,,သဆ်းလှိပ်သသာက်ရန်သနရာ
ミャンマー語,316,19,,သန်ဲ့ရ င််းသပ်ရပ်သနသအာင် အစ အစဥ်တက လုပ်ပါ
